"MP","idxB_lag","idxB_range_3","exp_b","comp_b_multiplier","interval","multiplier","upper_constraint","lower_constraint","risk_Blim","risk_Blim_max","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","X1.5_risk_Blim","X1.5_risk_Blim_max","X1.5_risk_Bmsy","X1.5_risk_halfBmsy","X1.5_risk_collapse","X1.5_SSB","X1.5_Fbar","X1.5_Catch","X1.5_SSB_rel","X1.5_Fbar_rel","X1.5_Catch_rel","X1.5_ICV","X6.10_risk_Blim","X6.10_risk_Blim_max","X6.10_risk_Bmsy","X6.10_risk_halfBmsy","X6.10_risk_collapse","X6.10_SSB","X6.10_Fbar","X6.10_Catch","X6.10_SSB_rel","X6.10_Fbar_rel","X6.10_Catch_rel","X6.10_ICV","X11.20_risk_Blim","X11.20_risk_Blim_max","X11.20_risk_Bmsy","X11.20_risk_halfBmsy","X11.20_risk_collapse","X11.20_SSB","X11.20_Fbar","X11.20_Catch","X11.20_SSB_rel","X11.20_Fbar_rel","X11.20_Catch_rel","X11.20_ICV","X1.10_risk_Blim","X1.10_risk_Blim_max","X1.10_risk_Bmsy","X1.10_risk_halfBmsy","X1.10_risk_collapse","X1.10_SSB","X1.10_Fbar","X1.10_Catch","X1.10_SSB_rel","X1.10_Fbar_rel","X1.10_Catch_rel","X1.10_ICV","X1.20_risk_Blim","X1.20_risk_Blim_max","X1.20_risk_Bmsy","X1.20_risk_halfBmsy","X1.20_risk_collapse","X1.20_SSB","X1.20_Fbar","X1.20_Catch","X1.20_SSB_rel","X1.20_Fbar_rel","X1.20_Catch_rel","X1.20_ICV","index","fitness","fitness2","group","optimum"
1,1,1,1,3.12,1,0.68,1.2,0.7,0.0538357142857143,0.126857142857143,0.38155,0.0696928571428571,0,5901.51264467453,0.168149170612251,1065.55992110842,1.16715321848668,0.700216200739278,0.872338223050426,0.200000000001314,0.0803142857142857,0.126857142857143,0.450714285714286,0.1004,0,5346.03637324239,0.161867609012403,917.42971532311,1.06533716204174,0.684987983345878,0.742437094392926,0.200000000041554,0.0468571428571429,0.0492857142857143,0.376685714285714,0.0625428571428571,0,6038.72414093185,0.174754021765753,1154.49687786262,1.17844555208077,0.719232828518969,0.946525702885051,0.200000000000216,0.0440857142857143,0.0491428571428571,0.3494,0.0579142857142857,0,6189.52298116381,0.169432633549848,1146.06095722424,1.21616897227651,0.700318551275086,0.943072358042355,0.200000000000575,0.0635857142857143,0.126857142857143,0.4137,0.0814714285714286,0,5646.78129239034,0.167169520972504,990.643951639237,1.11857542381633,0.700098447572877,0.821462016280953,0.200000000002913,0.0538357142857143,0.126857142857143,0.38155,0.0696928571428571,0,5901.51264467453,0.168149170612251,1065.55992110842,1.16715321848668,0.700216200739278,0.872338223050426,0.200000000001314,"UK-FSP",0.943053091916158,0.943072358042355,"UK-FSP (annual)","global"
2,1,2,1,3.7,2,0.66,1.2,0.7,0.0389071428571429,0.126857142857143,0.313892857142857,0.0510142857142857,0,6548.53565860466,0.138716470731874,1014.99906374997,1.29787345362264,0.587442202500196,0.823230763989346,0.200000000099666,0.0728,0.126857142857143,0.425885714285714,0.0908285714285714,0,5524.95905505858,0.13479608322505,761.110894306722,1.10415890499715,0.574347463396807,0.637807161405816,0.351859543075111,0.0319714285714286,0.0357142857142857,0.304142857142857,0.044,0,6857.67884575524,0.134649109822464,1096.91363212211,1.32425098629628,0.569093645804938,0.897762215984025,0.200000000002368,0.0254285714285714,0.0298571428571429,0.262771428571429,0.0346142857142857,0,7155.57486283975,0.144568501314108,1191.20797638344,1.39675351376626,0.606992232876759,0.982281257594839,0.200000000002284,0.0523857142857143,0.126857142857143,0.365014285714286,0.0674142857142857,0,6052.38767635678,0.134728092296941,874.859215287429,1.20511500169195,0.571804505795186,0.713091452226651,0.200000018858578,0.0389071428571429,0.126857142857143,0.313892857142857,0.0510142857142857,0,6548.53565860466,0.138716470731874,1014.99906374997,1.29787345362264,0.587442202500196,0.823230763989346,0.200000000099666,"UK-FSP",0.982281257594757,0.982281257594839,"UK-FSP (biennial)","global"
3,1,1,1,2.81,1,0.84,1.2,0.7,0.0491857142857143,0.126857142857143,0.360978571428571,0.0633142857142857,0,6085.81054741965,0.158332326204529,1059.69815689884,1.20233075767249,0.667138781286636,0.868752705536785,0.20000000000311,0.0726285714285714,0.126857142857143,0.426742857142857,0.0898571428571429,0,5512.05663796,0.139650097243967,819.707439921958,1.10009991328329,0.598381194738044,0.671965996063921,0.200000005643333,0.0352,0.0368571428571429,0.3406,0.0492571428571429,0,6378.72831241644,0.16507992125565,1186.7684944955,1.2366674130469,0.684502144931957,0.969473611268089,0.200000000000048,0.0444571428571429,0.0498571428571429,0.338285714285714,0.0570714285714286,0,6309.75161671558,0.168828091274514,1177.08329566876,1.23864620956338,0.702476008036306,0.966665354306846,0.200000000000557,0.0539142857142857,0.126857142857143,0.383671428571429,0.0695571428571429,0,5883.43958040505,0.150206915652298,964.33597845784,1.16403448585655,0.63724372222859,0.789088555897167,0.200000000012919,0.0491857142857143,0.126857142857143,0.360978571428571,0.0633142857142857,0,6085.81054741965,0.158332326204529,1059.69815689884,1.20233075767249,0.667138781286636,0.868752705536785,0.20000000000311,"Q1SWBeam",0.966625999659934,0.966665354306846,"Q1SWBeam (annual)","global"
4,1,2,1,4.03,2,0.88,1.2,0.7,0.0627,0.130142857142857,0.3682,0.0787714285714286,0,6075.66109115185,0.15401115442147,1102.89096095933,1.20709830356409,0.638043487061739,0.879512246591569,0.211196511063153,0.116342857142857,0.130142857142857,0.533571428571429,0.144428571428571,0,4840.5907595169,0.209224160796952,1157.71704881327,0.958870809397342,0.837502664738367,0.939286025169152,0.163985735206096,0.0511142857142857,0.0738571428571429,0.368057142857143,0.0687714285714286,0,6139.20053580673,0.126045424743734,887.600425167833,1.19309396090912,0.530680341835394,0.724696472090242,0.259210808415913,0.0416714285714286,0.0478571428571429,0.285585714285714,0.0509428571428571,0,6911.11315372695,0.143239508638382,1147.32620420279,1.35939191529261,0.598395171056322,0.941492638698449,0.200000026761884,0.0837285714285714,0.130142857142857,0.450814285714286,0.1066,0,5391.19239222395,0.165580632422097,1055.6662790847,1.06779210598183,0.676882524347422,0.811581660685942,0.224231678231131,0.0627,0.130142857142857,0.3682,0.0787714285714286,0,6075.66109115185,0.15401115442147,1102.89096095933,1.20709830356409,0.638043487061739,0.879512246591569,0.211196511063153,"Q1SWBeam",0.941487312444918,0.941492638698449,"Q1SWBeam (biennial)","global"
