"file","MP","Ftrgt","Btrigger","period","risk","SSB","Fbar","Catch","Fbar.1","SSB_rel","Catch_rel","Fbar_rel","ICV"
"mp_0.1_6000.rds","ICES_SAM",0.1,6000,"all",0.126857142857143,8383.75716280809,0.0914386867013154,869.999999974709,0.0914386867013154,1.6376776305891,0.723371775237437,0.385749741751344,0.109035434779514
"mp_0.1_6200.rds","ICES_SAM",0.1,6200,"long-term",0.000285714285714286,9536.39265745598,0.0963930827717128,1012.99998364872,0.0963930827717128,1.83592853279008,0.836183756231781,0.410883164099331,0.0831541071070132
"mp_0.1_6200.rds","ICES_SAM",0.1,6200,"short-term",0.126857142857143,7379.06915746166,0.084531027138076,726.999991898926,0.084531027138076,1.45494441213686,0.596405498816799,0.350778544010691,0.161330818638552
"mp_0.1_6200.rds","ICES_SAM",0.1,6200,"all",0.126857142857143,8403.13376246273,0.0910272369323817,872.999999917453,0.0910272369323817,1.64240403998072,0.725207792327886,0.382966075467458,0.110586376675322
"mp_0.1_6500.rds","ICES_SAM",0.1,6500,"long-term",0.000285714285714286,9555.98824556263,0.0960237565487598,1014,0.0960237565487598,1.84219002990015,0.837968155414549,0.408921921898862,0.0844348158411367
"mp_0.1_6500.rds","ICES_SAM",0.1,6500,"short-term",0.126857142857143,7424.32851027062,0.0832488163181071,719.999999999285,0.0832488163181071,1.46307874762194,0.59096243182325,0.343137540685595,0.166666666677079
"mp_0.1_6500.rds","ICES_SAM",0.1,6500,"all",0.126857142857143,8439.00657449454,0.0903796590973616,876.999999999919,0.0903796590973616,1.64907336406672,0.728044731295701,0.378321983962527,0.113008774574586
"mp_0.1_7000.rds","ICES_SAM",0.1,7000,"long-term",0.000142857142857143,9594.55280793329,0.0953315750162942,1019.99999613028,0.0953315750162942,1.85420837516723,0.841343883200926,0.404868980818983,0.0865200309316888
"mp_0.1_7000.rds","ICES_SAM",0.1,7000,"short-term",0.126857142857143,7501.71284595555,0.080858907568437,698.999999994262,0.080858907568437,1.47625778621949,0.576402257111458,0.330192381025857,0.175509310049474
"mp_0.1_7000.rds","ICES_SAM",0.1,7000,"all",0.126857142857143,8503.82527065859,0.0891604576921491,882.999999995501,0.0891604576921491,1.66225436013262,0.730927218307736,0.370137306026549,0.116848982693198
"mp_0.15_0.rds","ICES_SAM",0.15,0,"long-term",0.00971428571428571,7346.18337154438,0.146829728498314,1131.99997659198,0.146829728498314,1.42074485427447,0.928981338777948,0.626414979897751,0.0869565217370676
"mp_0.15_0.rds","ICES_SAM",0.15,0,"short-term",0.126857142857143,6248.66547883705,0.138068481894966,877.999995616286,0.138068481894966,1.22888157113026,0.727798912463618,0.592466206508099,0.11420688920374
"mp_0.15_0.rds","ICES_SAM",0.15,0,"all",0.126857142857143,6765.02040826755,0.142454494577957,999.999999999997,0.142454494577957,1.3228430721188,0.827274072594686,0.608687390287888,0.0986406714191713
"mp_0.15_1000.rds","ICES_SAM",0.15,1000,"long-term",0.00971428571428571,7346.69535140768,0.1468309695434,1131.99998923892,0.1468309695434,1.42083942741473,0.92863036730421,0.626557922565067,0.0868752825433623
"mp_0.15_1000.rds","ICES_SAM",0.15,1000,"short-term",0.126857142857143,6249.23648292966,0.138003087184568,877,0.138003087184568,1.22858004403357,0.727816889718883,0.59242214642832,0.114483895950989
"mp_0.15_1000.rds","ICES_SAM",0.15,1000,"all",0.126857142857143,6765.16326423803,0.142452243409669,999.999999999905,0.142452243409669,1.32271497714508,0.82735039916102,0.608697358780484,0.0987124464217651
"mp_0.15_2000.rds","ICES_SAM",0.15,2000,"long-term",0.00971428571428571,7349.02485687123,0.146833707334004,1130.99999999999,0.146833707334004,1.42093143359573,0.929301595031954,0.626343230984897,0.0868992626088806
"mp_0.15_2000.rds","ICES_SAM",0.15,2000,"short-term",0.126857142857143,6247.18029224627,0.138003027963326,876.999999999989,0.138003027963326,1.22851461724322,0.727816889719008,0.592341903180702,0.114503816892657
"mp_0.15_2000.rds","ICES_SAM",0.15,2000,"all",0.126857142857143,6765.53102030511,0.142437879348477,999.999999999992,0.142437879348477,1.32277516961352,0.82734740419827,0.608836542657427,0.098721159858108
"mp_0.15_3000.rds","ICES_SAM",0.15,3000,"long-term",0.00942857142857143,7349.14901079393,0.146698536928708,1131.99999997919,0.146698536928708,1.42118199308645,0.929210657886858,0.62622980248775,0.0876265377717598
"mp_0.15_3000.rds","ICES_SAM",0.15,3000,"short-term",0.126857142857143,6248.87568272902,0.137884808959035,876.999999999967,0.137884808959035,1.22900666315592,0.727893747114028,0.591612001221833,0.11515849685117
"mp_0.15_3000.rds","ICES_SAM",0.15,3000,"all",0.126857142857143,6765.82544198375,0.142311767967118,1000.99999992367,0.142311767967118,1.32305697002999,0.827956146400415,0.60806016559784,0.0994345715212836
"mp_0.15_3300.rds","ICES_SAM",0.15,3300,"long-term",0.00914285714285714,7350.80173957281,0.146583588960626,1132,0.146583588960626,1.42229008192684,0.929210665827395,0.625237594475906,0.0879079541203019
"mp_0.15_3300.rds","ICES_SAM",0.15,3300,"short-term",0.126857142857143,6250.4462064717,0.137674257517562,877.999999987906,0.137674257517562,1.22939996481675,0.727912951589803,0.590476163963423,0.116613418532571
"mp_0.15_3300.rds","ICES_SAM",0.15,3300,"all",0.126857142857143,6766.94984712226,0.142148459172225,1000.99999998514,0.142148459172225,1.32386303388939,0.827971744583444,0.607246303143467,0.100153500912007
"mp_0.15_3500.rds","ICES_SAM",0.15,3500,"long-term",0.009,7350.98339209436,0.146480633794729,1132.9999896898,0.146480633794729,1.4232647906161,0.929340356094179,0.62465683192323,0.0883620703598603
"mp_0.15_3500.rds","ICES_SAM",0.15,3500,"short-term",0.126857142857143,6253.77935465649,0.137416073207572,878.999989144743,0.137416073207572,1.23018735520225,0.728594471792874,0.589400391330504,0.117748940678928
